Hospital,Year,Quarter,State,Total_Revenue,Other_Operating_Revenue,Medicare_Revenue,Medicaid_Revenue,Self_Pay_Revenue,Commercial_Revenue,Other_Revenue
Bay Area Hospital,2009,1,Oregon,30674884,389737,0,0,0,0,0
Bay Area Hospital,2009,2,Oregon,30794870,342573,0,0,0,0,0
Bay Area Hospital,2009,3,Oregon,31042978,437526,0,0,0,0,0
Bay Area Hospital,2009,4,Oregon,32432983,406726,0,0,0,0,0
Bay Area Hospital,2010,1,Oregon,31980233,485646,0,0,0,0,0
Bay Area Hospital,2010,2,Oregon,32994609,443105,0,0,0,0,0
Bay Area Hospital,2010,3,Oregon,30058833,404960,0,0,0,0,0
Bay Area Hospital,2010,4,Oregon,30824359,389782,0,0,0,0,0
Bay Area Hospital,2011,1,Oregon,29211567,370163,0,0,0,0,0
Bay Area Hospital,2011,2,Oregon,33319067,416764,0,0,0,0,0
Bay Area Hospital,2011,3,Oregon,34600494,424717,0,0,0,0,0
Bay Area Hospital,2011,4,Oregon,30652733,429803,0,0,0,0,0
Bay Area Hospital,2012,1,Oregon,32345611,429064,0,0,0,0,0
Bay Area Hospital,2012,2,Oregon,34789699,240914,0,0,0,0,0
Bay Area Hospital,2012,3,Oregon,31032393,379279,0,0,0,0,0
Bay Area Hospital,2012,4,Oregon,30716761,344141,0,0,0,0,0
Bay Area Hospital,2013,1,Oregon,31964421,370603,0,0,0,0,0
Bay Area Hospital,2013,2,Oregon,35191492,409671,0,0,0,0,0
Bay Area Hospital,2013,3,Oregon,33955020,348871,0,0,0,0,0
Bay Area Hospital,2013,4,Oregon,34299744,444288,0,0,0,0,0
Bay Area Hospital,2014,1,Oregon,36975758,347256,0,0,0,0,0
Bay Area Hospital,2014,2,Oregon,39591992,471833,0,0,0,0,0
Bay Area Hospital,2014,3,Oregon,36035329,264055,0,0,0,0,0
Bay Area Hospital,2014,4,Oregon,38820885,390009,0,0,0,0,0
Bay Area Hospital,2015,1,Oregon,38885879,342417,0,0,0,0,0
Bay Area Hospital,2015,2,Oregon,42237791,3281868,0,0,0,0,0
Bay Area Hospital,2015,3,Oregon,41759640,478868,0,0,0,0,0
Bay Area Hospital,2015,4,Oregon,41683316,392014,0,0,0,0,0
Bay Area Hospital,2016,1,Oregon,46445236,391236,0,0,0,0,0
Bay Area Hospital,2016,2,Oregon,47813618,2483932,0,0,0,0,0
Bay Area Hospital,2016,3,Oregon,41789695,336428,0,0,0,0,0
Bay Area Hospital,2016,4,Oregon,43324980,588594,0,0,0,0,0
Bay Area Hospital,2017,1,Oregon,48787305,399324,0,0,0,0,0
Bay Area Hospital,2017,2,Oregon,50390184,1190332,0,0,0,0,0
Bay Area Hospital,2017,3,Oregon,46089269,521567,0,0,0,0,0
Bay Area Hospital,2017,4,Oregon,47164402,344999,0,0,0,0,0
Bay Area Hospital,2018,1,Oregon,46176400,650000,0,0,0,0,0
Bay Area Hospital,2018,2,Oregon,46334836,1461766,0,0,0,0,0
Bay Area Hospital,2018,3,Oregon,46522170,388268,0,0,0,0,0
Bay Area Hospital,2018,4,Oregon,48123300,494136,0,0,0,0,0
Bay Area Hospital,2019,1,Oregon,48502540,356307,0,0,0,0,0
Bay Area Hospital,2019,2,Oregon,48254278,427212,0,0,0,0,0
Bay Area Hospital,2019,3,Oregon,45327299,505952,0,0,0,0,0
Bay Area Hospital,2019,4,Oregon,50973547,404553,0,0,0,0,0
Bay Area Hospital,2020,1,Oregon,51251014,433376,0,0,0,0,0
Bay Area Hospital,2020,2,Oregon,49219949,215977,0,0,0,0,0
Bay Area Hospital,2020,3,Oregon,54234144,368577,0,0,0,0,0
Bay Area Hospital,2020,4,Oregon,56073446,221779,0,0,0,0,0
Bay Area Hospital,2021,1,Oregon,52094345,342516,32486366,11324540,-739501,11070697,-3132679
Bay Area Hospital,2021,2,Oregon,52737765,329736,24262953,7126316,2372295,13653802,4634788
Bay Area Hospital,2021,3,Oregon,64275227,424322,18286260,24434596,3764911,15333233,2196372
Bay Area Hospital,2021,4,Oregon,55259628,219160,22510624,23710644,-465572,15547062,771996
Bay Area Hospital,2022,1,Oregon,56866917,340189,18157004,22605407,1692196,15521733,3046922
Bay Area Hospital,2022,2,Oregon,31120503,4114030,29742865,-14205091,-5917871,7000830,11343139
Bay Area Hospital,2022,3,Oregon,41191665,331445,20506259,6539756,-1656862,13551045,4572645
Bay Area Hospital,2022,4,Oregon,53057887,474764,26839194,5126893,-1270547,14888541,5498373
Bay Area Hospital,2023,1,Oregon,54224171,1152977,22641326,7805456,-427097,14699331,7005820
Bay Area Hospital,2023,2,Oregon,59789916,557410,25089707,7668338,1014651,16635756,8734281
Bay Area Hospital,2023,3,Oregon,57912735,626983,27283410,8491585,-815733,15920259,7211240
Bay Area Hospital,2023,4,Oregon,62651980,836018,26124469,8058745,1584663,16932737,5970396
Bay Area Hospital,2024,1,Oregon,62950262,931549,31586081,7565275,-187481,17898522,5087793
Bay Area Hospital,2024,2,Oregon,63759335,1218195,31387515,8484726,391802,15837279,4668705
Bay Area Hospital,2024,3,Oregon,63551558,932287,31345216,8160861,-58770,15814566,5243721
Bay Area Hospital,2024,4,Oregon,59791275,1101627,29253790,7910390,-269112,16972431,4593255
Saint Alphonsus Medical Center - Ontario,2007,1,Oregon,12198263,483823,0,0,0,0,0
Saint Alphonsus Medical Center - Ontario,2007,2,Oregon,12214503,482646,0,0,0,0,0
Saint Alphonsus Medical Center - Ontario,2007,3,Oregon,13063340,1026082,0,0,0,0,0
Saint Alphonsus Medical Center - Ontario,2007,4,Oregon,13551137,450145,0,0,0,0,0
Saint Alphonsus Medical Center - Ontario,2008,1,Oregon,13017184,520533,0,0,0,0,0
Saint Alphonsus Medical Center - Ontario,2008,2,Oregon,13435804,1096658,0,0,0,0,0
Saint Alphonsus Medical Center - Ontario,2008,3,Oregon,12448332,407765,0,0,0,0,0
Saint Alphonsus Medical Center - Ontario,2008,4,Oregon,12894229,478640,0,0,0,0,0
Saint Alphonsus Medical Center - Ontario,2009,1,Oregon,13258420,444777,0,0,0,0,0
Saint Alphonsus Medical Center - Ontario,2009,2,Oregon,14493145,386630,0,0,0,0,0
Saint Alphonsus Medical Center - Ontario,2009,3,Oregon,14956762,471786,0,0,0,0,0
Saint Alphonsus Medical Center - Ontario,2009,4,Oregon,15043237,411970,0,0,0,0,0
Saint Alphonsus Medical Center - Ontario,2010,1,Oregon,15354277,506156,0,0,0,0,0
Saint Alphonsus Medical Center - Ontario,2010,2,Oregon,14834125,461879,0,0,0,0,0
Saint Alphonsus Medical Center - Ontario,2010,3,Oregon,14101082,466565,0,0,0,0,0
Saint Alphonsus Medical Center - Ontario,2010,4,Oregon,13777222,542357,0,0,0,0,0
Saint Alphonsus Medical Center - Ontario,2011,1,Oregon,15727411,420782,0,0,0,0,0
Saint Alphonsus Medical Center - Ontario,2011,2,Oregon,14735583,470202,0,0,0,0,0
Saint Alphonsus Medical Center - Ontario,2011,3,Oregon,13233381,430702,0,0,0,0,0
Saint Alphonsus Medical Center - Ontario,2011,4,Oregon,14777172,548038,0,0,0,0,0
Saint Alphonsus Medical Center - Ontario,2012,1,Oregon,16463305,537951,0,0,0,0,0
Saint Alphonsus Medical Center - Ontario,2012,2,Oregon,13834378,670647,0,0,0,0,0
Saint Alphonsus Medical Center - Ontario,2012,3,Oregon,15124709,502607,0,0,0,0,0
Saint Alphonsus Medical Center - Ontario,2012,4,Oregon,15485253,620190,0,0,0,0,0
Saint Alphonsus Medical Center - Ontario,2013,1,Oregon,14968151,564935,0,0,0,0,0
Saint Alphonsus Medical Center - Ontario,2013,2,Oregon,14958008,1046385,0,0,0,0,0
Saint Alphonsus Medical Center - Ontario,2013,3,Oregon,14553776,377671,0,0,0,0,0
Saint Alphonsus Medical Center - Ontario,2013,4,Oregon,15153615,405364,0,0,0,0,0
Saint Alphonsus Medical Center - Ontario,2014,1,Oregon,14458441,450796,0,0,0,0,0
Saint Alphonsus Medical Center - Ontario,2014,2,Oregon,17592453,2418557,0,0,0,0,0
Saint Alphonsus Medical Center - Ontario,2014,3,Oregon,15468864,542466,0,0,0,0,0
Saint Alphonsus Medical Center - Ontario,2014,4,Oregon,15847176,972521,0,0,0,0,0
Saint Alphonsus Medical Center - Ontario,2015,1,Oregon,17525195,969393,0,0,0,0,0
Saint Alphonsus Medical Center - Ontario,2015,2,Oregon,19010327,2531420,0,0,0,0,0
Saint Alphonsus Medical Center - Ontario,2015,3,Oregon,15257477,844630,0,0,0,0,0
Saint Alphonsus Medical Center - Ontario,2015,4,Oregon,17987938,1235885,0,0,0,0,0
Saint Alphonsus Medical Center - Ontario,2016,1,Oregon,19153315,1157857,0,0,0,0,0
Saint Alphonsus Medical Center - Ontario,2016,2,Oregon,19055358,1281618,0,0,0,0,0
Saint Alphonsus Medical Center - Ontario,2016,3,Oregon,19208046,2251950,0,0,0,0,0
Saint Alphonsus Medical Center - Ontario,2016,4,Oregon,17243876,1087285,0,0,0,0,0
Saint Alphonsus Medical Center - Ontario,2017,1,Oregon,18036219,620454,0,0,0,0,0
Saint Alphonsus Medical Center - Ontario,2017,2,Oregon,21325566,646779,0,0,0,0,0
Saint Alphonsus Medical Center - Ontario,2017,3,Oregon,19442908,1900220,0,0,0,0,0
Saint Alphonsus Medical Center - Ontario,2017,4,Oregon,19755371,544230,0,0,0,0,0
Saint Alphonsus Medical Center - Ontario,2018,1,Oregon,16995985,492242,0,0,0,0,0
Saint Alphonsus Medical Center - Ontario,2018,2,Oregon,21227494,460799,0,0,0,0,0
Saint Alphonsus Medical Center - Ontario,2018,3,Oregon,20853957,2309259,0,0,0,0,0
Saint Alphonsus Medical Center - Ontario,2018,4,Oregon,19094356,425273,0,0,0,0,0
Saint Alphonsus Medical Center - Ontario,2019,1,Oregon,21191278,571184,0,0,0,0,0
Saint Alphonsus Medical Center - Ontario,2019,2,Oregon,21463583,836043,0,0,0,0,0
Saint Alphonsus Medical Center - Ontario,2019,3,Oregon,20903027,1910516,0,0,0,0,0
Saint Alphonsus Medical Center - Ontario,2019,4,Oregon,20445514,678186,0,0,0,0,0
Saint Alphonsus Medical Center - Ontario,2020,1,Oregon,15388169,600013,0,0,0,0,0
Saint Alphonsus Medical Center - Ontario,2020,2,Oregon,24240990,6948272,0,0,0,0,0
Saint Alphonsus Medical Center - Ontario,2020,3,Oregon,20319925,556548,0,0,0,0,0
Saint Alphonsus Medical Center - Ontario,2020,4,Oregon,22592010,1145383,0,0,0,0,0
Saint Alphonsus Medical Center - Ontario,2021,1,Oregon,19928763,981734,5468010,5383251,179265,6694318.655,0
Saint Alphonsus Medical Center - Ontario,2021,2,Oregon,22211266,503561,6858420,3957172,345213,8618694,0
Saint Alphonsus Medical Center - Ontario,2021,3,Oregon,20392133,484538,6416896,4682896,477452,7954220,0
Saint Alphonsus Medical Center - Ontario,2021,4,Oregon,26735689,5588773,6341070,5098906,80178,8370292,0
Saint Alphonsus Medical Center - Ontario,2022,1,Oregon,17700333,685100,6873041,4550841,265232,7441074,0
Saint Alphonsus Medical Center - Ontario,2022,2,Oregon,13797651,291162,5910843,3992246,64365,7268286,0
Saint Alphonsus Medical Center - Ontario,2022,3,Oregon,16373495,483583,5497185,4129916,388606,7285999,0
Saint Alphonsus Medical Center - Ontario,2022,4,Oregon,22826938,3021853,5419967,4682397,-184177,7746755,0
Saint Alphonsus Medical Center - Ontario,2023,1,Oregon,20287146,532256,5623872,4580395,197841,7486572,0
Saint Alphonsus Medical Center - Ontario,2023,2,Oregon,20395123,633200,5746746,4561177,66943,8055632,0
Saint Alphonsus Medical Center - Ontario,2023,3,Oregon,17075774,510639,4937093,4480764,244009,7542352,0
Saint Alphonsus Medical Center - Ontario,2023,4,Oregon,22273101,2909425,4849375,4165477,-82492,7455478,0
Saint Alphonsus Medical Center - Ontario,2024,1,Oregon,20938139,494970,5474883,5948782,323389,6639275,0
Saint Alphonsus Medical Center - Ontario,2024,2,Oregon,21015684,578933,5987343,5175196,36806,8386177,0
Saint Alphonsus Medical Center - Ontario,2024,3,Oregon,21631979,493351,5409871,5200484,46157,7910607,0
Saint Alphonsus Medical Center - Ontario,2024,4,Oregon,19952280,1839053,5659763,4810690,43632,7672790,0
Providence Willamette Falls Medical Center,2007,1,Oregon,21014215,832485,0,0,0,0,0
Providence Willamette Falls Medical Center,2007,2,Oregon,20542978,863039,0,0,0,0,0
Providence Willamette Falls Medical Center,2007,3,Oregon,20224157,956116,0,0,0,0,0
Providence Willamette Falls Medical Center,2007,4,Oregon,21335058,917316,0,0,0,0,0
Providence Willamette Falls Medical Center,2008,1,Oregon,21562520,880579,0,0,0,0,0
Providence Willamette Falls Medical Center,2008,2,Oregon,22378228,932358,0,0,0,0,0
Providence Willamette Falls Medical Center,2008,3,Oregon,20757248,847050,0,0,0,0,0
Providence Willamette Falls Medical Center,2008,4,Oregon,21729002,880962,0,0,0,0,0
Providence Willamette Falls Medical Center,2009,1,Oregon,24077623,845391,0,0,0,0,0
Providence Willamette Falls Medical Center,2009,2,Oregon,24769600,716458,0,0,0,0,0
Providence Willamette Falls Medical Center,2009,3,Oregon,21986429,908379,0,0,0,0,0
Providence Willamette Falls Medical Center,2009,4,Oregon,24430806,779184,0,0,0,0,0
Providence Willamette Falls Medical Center,2010,1,Oregon,25246293,722651,0,0,0,0,0
Providence Willamette Falls Medical Center,2010,2,Oregon,22246426,1064011,0,0,0,0,0
Providence Willamette Falls Medical Center,2010,3,Oregon,21545640,1094916,0,0,0,0,0
Providence Willamette Falls Medical Center,2010,4,Oregon,22172268,1074418,0,0,0,0,0
Providence Willamette Falls Medical Center,2011,1,Oregon,21124479,1313690,0,0,0,0,0
Providence Willamette Falls Medical Center,2011,2,Oregon,22549568,1165950,0,0,0,0,0
Providence Willamette Falls Medical Center,2011,3,Oregon,22978583,1000011,0,0,0,0,0
Providence Willamette Falls Medical Center,2011,4,Oregon,22323175,950068,0,0,0,0,0
Providence Willamette Falls Medical Center,2012,1,Oregon,23759751,1236346,0,0,0,0,0
Providence Willamette Falls Medical Center,2012,2,Oregon,23194221,700823,0,0,0,0,0
Providence Willamette Falls Medical Center,2012,3,Oregon,22020647,622302,0,0,0,0,0
Providence Willamette Falls Medical Center,2012,4,Oregon,23100500,668170,0,0,0,0,0
Providence Willamette Falls Medical Center,2013,1,Oregon,23601057,154783,0,0,0,0,0
Providence Willamette Falls Medical Center,2013,2,Oregon,21735391,234173,0,0,0,0,0
Providence Willamette Falls Medical Center,2013,3,Oregon,22574863,159060,0,0,0,0,0
Providence Willamette Falls Medical Center,2013,4,Oregon,28472453,1736607,0,0,0,0,0
Providence Willamette Falls Medical Center,2014,1,Oregon,25875566,150655,0,0,0,0,0
Providence Willamette Falls Medical Center,2014,2,Oregon,26239049,216263,0,0,0,0,0
Providence Willamette Falls Medical Center,2014,3,Oregon,28413875,344708,0,0,0,0,0
Providence Willamette Falls Medical Center,2014,4,Oregon,30368532,1093037,0,0,0,0,0
Providence Willamette Falls Medical Center,2015,1,Oregon,29612047,252898,0,0,0,0,0
Providence Willamette Falls Medical Center,2015,2,Oregon,31503924,2772839,0,0,0,0,0
Providence Willamette Falls Medical Center,2015,3,Oregon,28747953,187229,0,0,0,0,0
Providence Willamette Falls Medical Center,2015,4,Oregon,36643556,722458,0,0,0,0,0
Providence Willamette Falls Medical Center,2016,1,Oregon,30936350,240316,0,0,0,0,0
Providence Willamette Falls Medical Center,2016,2,Oregon,36279554,5505407,0,0,0,0,0
Providence Willamette Falls Medical Center,2016,3,Oregon,30003161,131724,0,0,0,0,0
Providence Willamette Falls Medical Center,2016,4,Oregon,32097537,279780,0,0,0,0,0
Providence Willamette Falls Medical Center,2017,1,Oregon,30882380,357672,0,0,0,0,0
Providence Willamette Falls Medical Center,2017,2,Oregon,33082836,2336262,0,0,0,0,0
Providence Willamette Falls Medical Center,2017,3,Oregon,30335834,220852,0,0,0,0,0
Providence Willamette Falls Medical Center,2017,4,Oregon,32894657,591777,0,0,0,0,0
Providence Willamette Falls Medical Center,2018,1,Oregon,32184671,240637,0,0,0,0,0
Providence Willamette Falls Medical Center,2018,2,Oregon,34706956,2031516,0,0,0,0,0
Providence Willamette Falls Medical Center,2018,3,Oregon,31528148,303582,0,0,0,0,0
Providence Willamette Falls Medical Center,2018,4,Oregon,33734495,166024,0,0,0,0,0
Providence Willamette Falls Medical Center,2019,1,Oregon,33339795,219189,0,0,0,0,0
Providence Willamette Falls Medical Center,2019,2,Oregon,35119479,296489,0,0,0,0,0
Providence Willamette Falls Medical Center,2019,3,Oregon,33072321,890970,0,0,0,0,0
Providence Willamette Falls Medical Center,2019,4,Oregon,33841277,522118,0,0,0,0,0
Providence Willamette Falls Medical Center,2020,1,Oregon,31878388,495129,0,0,0,0,0
Providence Willamette Falls Medical Center,2020,2,Oregon,37414422,10916914,0,0,0,0,0
Providence Willamette Falls Medical Center,2020,3,Oregon,31675388,785115,0,0,0,0,0
Providence Willamette Falls Medical Center,2020,4,Oregon,31021637,874300,0,0,0,0,0
Providence Willamette Falls Medical Center,2021,1,Oregon,33032555,843939,9620484,5704097,1070774,18871556,-3016651
Providence Willamette Falls Medical Center,2021,2,Oregon,37603091,813465,10445391,6966188,868261,16834318,1050401
Providence Willamette Falls Medical Center,2021,3,Oregon,35564776,846917,10451024,6694426,816373,18950396,-2333306
Providence Willamette Falls Medical Center,2021,4,Oregon,38694535,3117449,9828695,6098152,1334382,20007179,-1243961
Providence Willamette Falls Medical Center,2022,1,Oregon,35979643,1115505,10481177,6297427,890240,18761564,-1417340
Providence Willamette Falls Medical Center,2022,2,Oregon,39574040,698890,13565413,7770076,1368059,19104244,-1796282
Providence Willamette Falls Medical Center,2022,3,Oregon,41861587,2076279,12959425,7532137,516255,20659642,-1455669
Providence Willamette Falls Medical Center,2022,4,Oregon,44718438,1446713,14426647,6708316,865964,21564662,-1032419
Providence Willamette Falls Medical Center,2023,1,Oregon,44803275,1676739,13599701,9193021,989391,20088828,-1305905
Providence Willamette Falls Medical Center,2023,2,Oregon,50756572,992018,15178304,9172989,633540,25233171,-911465
Providence Willamette Falls Medical Center,2023,3,Oregon,50649675,2710663,14772409,9419676,-841836,24587846,178858
Providence Willamette Falls Medical Center,2023,4,Oregon,52799011,3638307,16904131,8496519,2652038,25342459,-2804809
Providence Willamette Falls Medical Center,2024,1,Oregon,56117171,2353769,18462158,10965929,2897416,27729702,-6708556
Providence Willamette Falls Medical Center,2024,2,Oregon,58085932,3413503,16657781,9627439,1783138,27717447,-1269183
Providence Willamette Falls Medical Center,2024,3,Oregon,56383236,3691963,16626741,9257785,1442485,27376360,-1847808
Providence Willamette Falls Medical Center,2024,4,Oregon,58751747,3716398,17537960,9913929,1197053,31277050,-4937055
St. Anthony Hospital,2007,1,Oregon,11409935,443861,0,0,0,0,0
St. Anthony Hospital,2007,2,Oregon,13068320,780210,0,0,0,0,0
St. Anthony Hospital,2007,3,Oregon,10351243,374419,0,0,0,0,0
St. Anthony Hospital,2007,4,Oregon,10509001,322172,0,0,0,0,0
St. Anthony Hospital,2008,1,Oregon,8119960,371272,0,0,0,0,0
St. Anthony Hospital,2008,2,Oregon,10549113,983646,0,0,0,0,0
St. Anthony Hospital,2008,3,Oregon,6923946,148641,0,0,0,0,0
St. Anthony Hospital,2008,4,Oregon,5228977,166965,0,0,0,0,0
St. Anthony Hospital,2009,1,Oregon,9690195,177390,0,0,0,0,0
St. Anthony Hospital,2009,2,Oregon,14361292,118547,0,0,0,0,0
St. Anthony Hospital,2009,3,Oregon,15259095,172044,0,0,0,0,0
St. Anthony Hospital,2009,4,Oregon,12484238,154964,0,0,0,0,0
St. Anthony Hospital,2010,1,Oregon,14718203,190507,0,0,0,0,0
St. Anthony Hospital,2010,2,Oregon,10370649,152477,0,0,0,0,0
St. Anthony Hospital,2010,3,Oregon,16350886,123259,0,0,0,0,0
St. Anthony Hospital,2010,4,Oregon,15793210,152665,0,0,0,0,0
St. Anthony Hospital,2011,1,Oregon,14903076,186265,0,0,0,0,0
St. Anthony Hospital,2011,2,Oregon,13197309,203119,0,0,0,0,0
St. Anthony Hospital,2011,3,Oregon,7185064,200848,0,0,0,0,0
St. Anthony Hospital,2011,4,Oregon,15048689,315669,0,0,0,0,0
St. Anthony Hospital,2012,1,Oregon,17754715,201836,0,0,0,0,0
St. Anthony Hospital,2012,2,Oregon,13178197,173032,0,0,0,0,0
St. Anthony Hospital,2012,3,Oregon,16284602,197783,0,0,0,0,0
